time,站点名称,O3_8H,气温(℃),风速(m/s),风向(°),SO2,NO2,PM10,CO,PM2.5
2024-07-16,乌审召特勤消防站,144.0,23.6,2.7,16.6,7,9,21,0.501,12
2024-07-16,纳林河项目区,126.0,25.9,1.7,67.3,6,11,14,0.799,13
2024-07-16,中天合创宿舍楼站,119.0,23.5,2.3,280.8,9,72,29,0.736,16
2024-07-16,察汗淖,139.0,22.8,1.8,46.7,11,8,47,0.155,19
2024-07-16,纳林陶亥镇,126.0,24.1,1.0,33.9,5,28,43,0.226,12
2024-07-16,圣圆产业园,109.0,26.1,3.2,250.4,13,15,34,0.566,10
2024-07-16,乌兰木伦镇武家塔,128.0,24.8,2.0,11.6,12,14,0,1.335,0
2024-07-16,伊金霍洛旗新街镇,157.0,25.3,1.6,164.2,6,13,23,0.235,8
2024-07-16,空港物流园区,147.0,22.0,1.9,39.6,11,11,22,0.345,9
2024-07-16,乌兰木伦山顶公园站,96.0,24.5,1.3,110.8,1,16,16,4.117,21
2024-07-17,高新技术产业园,133.0,24.8,0.8,342.3,3,26,21,0.25,7
2024-07-17,装备制造产业园,150.0,24.7,2.3,21.4,10,13,15,0.756,12
2024-07-17,麻黄湾,149.0,23.1,1.8,41.5,47,28,34,0.555,14
2024-07-17,蒙古象棋广场超级站,142.0,25.6,0.9,2.5,12(B),26,56(H),26.996(Hsp),13(H)
2024-07-17,达拉特经济开发区管委会站,138.0,24.8,0.2,204.9,9,38,37,0.658,15
2024-07-17,敖包梁,158.0,23.0,2.5,100.6,28,27,20,1.705,9
2024-07-17,青达门,146.0,23.7,2.5,18.5,15,23,18,-3.963(Lsp),6
2024-07-17,树林召镇倍通二手车市场,126.0,26.0,0.6,292.1,6,17,21,2.933,11
2024-07-17,达拉特经济开发区庆源水务,125.0,25.2,0.9,96.0,3,6,16,0.981,8
2024-07-17,白泥井镇,125.0,25.9,0.6,319.1,—,20,60,1.811,10
2024-07-17,准格尔产业园,139.0,26.0,1.6,40.0,10,15,18,0.417,7
2024-07-17,大路产业园,138.0,27.3,2.7,55.5,10,8,23,0.349,3
2024-07-17,哈尔乌素矿区,80.0,25.3,2.0,29.1,11,54,64,0.434,15
2024-07-17,窑沟,108.0,25.1,1.3,77.2,8,10,36,0.619,7
2024-07-17,黑岱沟,123.0,24.7,1.6,68.7,21,40,65,0.558,8
2024-07-17,羊市塔,133.0,25.5,2.3,268.7,10,55,183,51.532(H),22
2024-07-17,黄天棉图,147.0,24.0,1.9,111.1,10,18,25,0.555,6
2024-07-17,纳日松,156.0,24.6,2.0,123.1,16,16,33,0.473,7
2024-07-17,羊四圪咀,131.0,24.9,1.0,148.1,6,15,37,0.674,4
2024-07-17,上海庙东,152.0,25.8,3.3,44.7,6,9,20,1.361,12
2024-07-17,零碳产业园,136.0,24.4,1.1,39.0,4,18,19,0.372,7
2024-07-17,独贵塔拉北项目区,110.0,25.2,1.0,63.1,5,19,18,0.515,7
2024-07-17,新能源示范区,121.0,24.0,0.8,340.8,8,24,24,0.432,9
2024-07-17,塔然高勒空气站,130.0,24.9,1.4,86.3,4,10,12,0.407,4
2024-07-17,乌审召特勤消防站,154.0,25.0,2.6,46.5,8,12,20,0.388,9
2024-07-17,纳林河项目区,155.0,27.3,2.5,40.9,9,14,19,0.576,13
2024-07-17,中天合创宿舍楼站,123.0,24.6,2.8,290.0,6,5,34,0.541,14
2024-07-17,察汗淖,150.0,23.4,2.2,56.5,12,9,47,0.094,19
2024-07-17,纳林陶亥镇,130.0,25.1,1.0,57.4,5,48,72,0.143,15
2024-07-17,圣圆产业园,112.0,27.2,3.2,255.4,14,26,67,0.467,9
2024-07-17,乌兰木伦镇武家塔,126.0,26.2,1.8,22.5,14,27,36,1.341,40
2024-07-17,伊金霍洛旗新街镇,161.0,25.4,1.6,24.7,7,27,36,0.14,6
2024-07-17,空港物流园区,145.0,23.9,1.6,65.7,11,14,28,0.226,7
2024-07-17,乌兰木伦山顶公园站,100.0,25.6,1.3,114.0,1,31,16,7.951,19
2024-07-18,高新技术产业园,159.0,27.0,0.5,61.5,4,30,35,0.422,13
2024-07-18,装备制造产业园,178.0,27.7,1.7,69.0,13,16,23,0.802,14
2024-07-18,麻黄湾,173.0,26.4,1.6,117.0,36,40,64,0.595,10
2024-07-18,蒙古象棋广场超级站,172.0,27.2,0.6,129.5,13(B),23,45,36.000(B),18(H)
2024-07-18,达拉特经济开发区管委会站,150.0,27.0,0.7,328.9,10,35,36,0.685,14
2024-07-18,敖包梁,193.0,26.4,2.5,189.7,29,33,36,1.646,12
2024-07-18,青达门,157.0,27.1,3.1,57.1,16,19,34,-4.006(Lsp),8
2024-07-18,树林召镇倍通二手车市场,135.0,28.4,0.9,138.9,7,20,25,3.053,8
2024-07-18,达拉特经济开发区庆源水务,137.0,27.7,1.6,100.7,3,-1,23,1.03,9
2024-07-18,准格尔产业园,155.0,27.6,1.1,353.3,9,20,33,0.382,13
2024-07-18,大路产业园,143.0,29.9,3.0,56.7,9,9,22,0.498,5
2024-07-18,哈尔乌素矿区,88.0,27.4,2.3,91.5,11,73,144,0.773,31
2024-07-18,窑沟,121.0,28.0,1.0,75.9,10,25,65,0.677,10
2024-07-18,黑岱沟,141.0,27.5,1.4,128.9,44,53,98,0.697,17
2024-07-18,羊市塔,156.0,26.5,0.9,260.9,19,82,424,1.238,54
2024-07-18,黄天棉图,171.0,26.6,1.8,162.2,15,46,50,0.876,9
2024-07-18,纳日松,178.0,26.5,1.3,140.1,17,59,154,0.779,19
2024-07-18,十二连城,125.0,26.9,1.4,102.9,7,12,21,0.349,7
2024-07-18,羊四圪咀,141.0,27.7,0.9,119.1,8,19,39,0.708,6
2024-07-18,上海庙东,164.0,27.5,4.4,123.5,6,8,58,1.114,17
2024-07-18,零碳产业园,155.0,27.5,1.1,190.6,4,17,23,0.396,7
2024-07-18,独贵塔拉北项目区,120.0,27.5,1.7,132.7,5,15,27,0.507,10
2024-07-18,新能源示范区,136.0,26.4,1.0,95.0,8,16,29,0.439,10
2024-07-18,乌审召特勤消防站,156.0,26.8,1.6,142.8,7,16,23,0.417,8
2024-07-18,纳林河项目区,186.0,27.3,1.5,171.4,11,16,15,0.701,15
2024-07-18,中天合创宿舍楼站,130.0,27.8,1.7,69.2,10,6,34,0.621,18
2024-07-18,察汗淖,169.0,24.9,0.8,190.3,11,11,47,0.131,19
2024-07-18,纳林陶亥镇,178.0,27.1,0.8,121.6,12,59,73,0.304,23
2024-07-18,圣圆产业园,146.0,28.9,1.8,53.6,19,36,99,0.7,17
2024-07-18,乌兰木伦镇武家塔,168.0,27.2,1.3,119.3,20,40,160,1.705,69
2024-07-18,伊金霍洛旗新街镇,183.0,26.7,2.6,53.2,9,39,43,0.145,10
2024-07-18,空港物流园区,174.0,26.8,1.0,265.7,14,20,37,0.308,14
2024-07-18,乌兰木伦山顶公园站,132.0,26.9,0.4,105.7,11,49,16,9.720(H),24
2024-07-19,高新技术产业园,160.0,27.2,0.8,50.4,5,23,44,0.448,19
2024-07-19,装备制造产业园,181.0,27.4,2.4,101.0,11,19,41,0.81,25
2024-07-19,麻黄湾,188.0,26.9,4.7,156.9,17,25,63,0.693,12
2024-07-19,蒙古象棋广场超级站,178.0,27.6,1.2,104.0,13(B),21,74(H),34.519(Hsp),18(H)
2024-07-19,达拉特经济开发区管委会站,178.0,28.0,0.7,342.5,7,37,60,0.759,16
2024-07-19,敖包梁,216.0,25.6,5.6,237.3,32,27,67,1.781,23
2024-07-19,青达门,182.0,27.3,5.9,113.9,14,9,49,-4.032(Lsp),13
2024-07-19,树林召镇倍通二手车市场,176.0,29.0,1.2,98.8,8,20,42,3.249,13
2024-07-19,达拉特经济开发区庆源水务,163.0,28.7,1.6,117.2,3,-3,42,1.17,13
2024-07-19,白泥井镇,157.0,28.7,0.8,74.9,—,22,47,2.145,10
2024-07-19,准格尔产业园,168.0,28.1,1.7,161.7,7,14,52,0.392,18
2024-07-19,大路产业园,177.0,29.6,4.5,336.9,9,8,38,0.652,4
2024-07-19,哈尔乌素矿区,94.0,27.3,5.2,136.9,10,56,87,0.487,25
2024-07-19,窑沟,130.0,27.1,2.8,329.8,10,50,168,0.59,17
2024-07-19,黑岱沟,139.0,26.9,3.4,199.4,20,51,127,0.58,19
2024-07-19,羊市塔,139.0,26.9,1.8,41.6,15,59,406,0.75,54
2024-07-19,黄天棉图,187.0,26.2,3.6,256.4,16,40,63,1.041,11
2024-07-19,纳日松,178.0,27.0,2.6,282.6,15,31,113,0.692,16
2024-07-19,十二连城,160.0,27.4,1.8,164.3,8,17,41,0.483,11
2024-07-19,羊四圪咀,159.0,27.1,2.1,249.4,8,24,77,0.852,11
2024-07-19,上海庙东,131.0,28.9,3.8,144.5,6,7,31,0.692,14
2024-07-19,零碳产业园,164.0,27.8,1.9,168.3,4,13,33,0.426,13
2024-07-19,独贵塔拉北项目区,132.0,29.6,1.9,137.6,8,13,47,0.575,16
2024-07-19,新能源示范区,145.0,27.5,1.5,90.2,10,36,40,0.506,14
2024-07-19,塔然高勒空气站,173.0,27.2,3.2,157.6,5,10,27,0.449,11
2024-07-19,乌审召特勤消防站,158.0,27.6,3.0,121.1,10,8,32,0.496,13
2024-07-19,纳林河项目区,141.0,29.4,1.9,145.0,8,15,15,0.888,11
2024-07-19,中天合创宿舍楼站,128.0,27.3,2.3,51.3,12,6,45,0.695,14
2024-07-19,察汗淖,168.0,25.9,1.3,154.3,13,10,47,0.202,19
2024-07-19,纳林陶亥镇,171.0,27.4,1.0,147.4,14,40,87,0.502,23
2024-07-19,圣圆产业园,121.0,28.8,2.5,69.7,17,38,151,0.588,20
2024-07-19,乌兰木伦镇武家塔,141.0,27.6,2.1,125.4,17,33,111,1.766,37
2024-07-19,伊金霍洛旗新街镇,187.0,26.9,2.5,25.4,10,29,49,0.145,13
2024-07-19,空港物流园区,170.0,26.7,2.3,185.3,13,12,40,0.437,14
2024-07-19,乌兰木伦山顶公园站,112.0,27.4,0.8,216.6,7,41,16,20820.479(Hsp),23
2024-07-20,高新技术产业园,156.0,28.3,0.5,114.4,4,21,46,0.361,18
2024-07-20,装备制造产业园,180.0,27.9,2.2,163.6,11,19,35,0.867,19
2024-07-20,麻黄湾,187.0,28.0,3.6,175.7,17,22,58,0.724,14
2024-07-20,蒙古象棋广场超级站,175.0,28.3,1.1,141.5,12(B),22,100(H),28.457(Hsp),18(H)
2024-07-20,达拉特经济开发区管委会站,159.0,27.8,0.5,336.2,5,30,45,0.844,17
2024-07-20,敖包梁,218.0,26.6,4.7,239.4,32,32,74,1.831,21
2024-07-20,青达门,174.0,27.9,4.7,119.3,16,9,46,-4.042(Lsp),14
2024-07-20,树林召镇倍通二手车市场,187.0,29.0,1.3,116.6,8,13,31,3.367,12
2024-07-20,达拉特经济开发区庆源水务,158.0,28.3,1.2,110.6,3,-3,18,1.253,11
2024-07-20,白泥井镇,161.0,28.7,0.8,84.1,—,19,26,2.062,10
2024-07-20,准格尔产业园,173.0,29.0,1.2,214.3,7,14,39,0.368,14
2024-07-20,大路产业园,166.0,30.0,3.3,327.5,10,10,35,0.727,5
2024-07-20,哈尔乌素矿区,105.0,27.7,2.8,152.8,16,62,91,0.731,24
2024-07-20,窑沟,152.0,27.6,1.6,229.0,9,36,106,0.55,13
2024-07-20,黑岱沟,146.0,27.8,2.1,202.3,49,55,109,0.677,22
2024-07-20,羊市塔,143.0,28.1,1.4,78.0,9,49,139,0.482,20
2024-07-20,黄天棉图,188.0,27.2,2.7,265.9,14,30,59,0.714,11
2024-07-20,纳日松,189.0,27.9,2.3,288.0,17,31,120,0.903,16
2024-07-20,十二连城,177.0,27.9,1.6,159.1,8,13,29,0.577,10
2024-07-20,羊四圪咀,156.0,27.6,1.2,274.8,10,24,61,0.887,8
2024-07-20,上海庙东,116.0,28.4,4.7,136.0,5,8,193,0.672,42
2024-07-20,零碳产业园,154.0,28.4,1.9,181.9,5,14,44,0.475,14
2024-07-20,独贵塔拉北项目区,154.0,28.0,2.4,135.9,6,13,58,0.637,19
2024-07-20,新能源示范区,147.0,27.4,1.7,94.8,10,19,84,0.55,26
2024-07-20,塔然高勒空气站,163.0,27.5,3.5,168.5,6,8,48,0.494,16
2024-07-20,乌审召特勤消防站,151.0,27.6,3.1,139.8,9,9,43,0.527,14
2024-07-20,纳林河项目区,138.0,29.7,2.5,154.3,8,14,16,0.897,12
2024-07-20,中天合创宿舍楼站,127.0,27.8,2.2,53.4,13,6,50,0.671,14
2024-07-20,察汗淖,164.0,26.3,1.2,185.3,12,10,47,0.224,19
2024-07-20,纳林陶亥镇,169.0,28.4,1.0,168.7,15,46,85,0.621,24
2024-07-20,圣圆产业园,125.0,30.1,2.4,81.7,17,36,124,0.62,17
2024-07-20,乌兰木伦镇武家塔,142.0,28.9,2.3,156.0,17,31,124,1.783,33
2024-07-20,伊金霍洛旗新街镇,180.0,27.8,2.8,40.4,10,22,58,0.142,14
2024-07-20,空港物流园区,170.0,27.1,1.8,194.9,12,16,69,0.56,18
2024-07-20,乌兰木伦山顶公园站,107.0,28.8,0.7,286.1,4,29,16,8.352,22
2024-07-21,高新技术产业园,117.0,28.2,0.7,212.5,3,12,103,0.238,57
2024-07-21,装备制造产业园,133.0,27.2,3.1,242.0,9,7,63,0.738,58
2024-07-21,麻黄湾,129.0,26.2,3.5,271.5,16,11,108,0.602,42
2024-07-21,蒙古象棋广场超级站,131.0,28.2,1.3,228.5,12(B),13,118,36.052(B),88(H)
2024-07-21,达拉特经济开发区管委会站,104.0,28.3,0.4,218.7,5,30,183,0.713,63
2024-07-21,敖包梁,152.0,26.0,3.7,306.0,29,18,128,1.703,66
2024-07-21,青达门,120.0,25.7,4.0,213.0,14,9,151,-4.184(Lsp),67
2024-07-21,树林召镇倍通二手车市场,104.0,28.8,0.9,277.4,6,9,46,3.263,14
2024-07-21,达拉特经济开发区庆源水务,100.0,29.6,0.9,335.4,6,3,18,1.199,11
2024-07-21,白泥井镇,107.0,29.4,1.3,300.8,—,15,26,1.699,10
2024-07-21,准格尔产业园,116.0,30.4,2.2,300.4,6,14,112,0.449,60
2024-07-21,大路产业园,128.0,30.5,3.1,28.8,8,10,82,0.528,15
2024-07-21,哈尔乌素矿区,90.0,27.6,3.7,157.1,14,47,99,0.412,42
2024-07-21,窑沟,113.0,28.5,2.2,234.4,10,32,140,0.698,30
2024-07-21,黑岱沟,111.0,27.8,2.6,226.2,17,34,138,0.565,31
2024-07-21,羊市塔,110.0,29.9,2.4,125.2,8,39,189,0.151,37
2024-07-21,黄天棉图,138.0,27.5,3.2,336.1,11,28,116,0.878,41
2024-07-21,纳日松,140.0,29.0,3.2,327.6,17,17,147,0.601,44
2024-07-21,十二连城,114.0,28.8,2.0,275.7,7,11,129,0.511,60
2024-07-21,羊四圪咀,134.0,28.5,1.5,332.6,8,16,97,0.896,26
2024-07-21,上海庙东,151.0,26.4,2.9,231.9,8,10,243,0.686,87
2024-07-21,零碳产业园,120.0,26.5,1.9,251.8,3,11,114,0.383,60
2024-07-21,独贵塔拉北项目区,106.0,28.0,1.9,322.0,4,8,221,0.464,112
2024-07-21,新能源示范区,113.0,24.4,1.3,187.4,6,12,197,0.487,70
2024-07-21,塔然高勒空气站,122.0,25.5,2.0,267.8,4,7,142,0.419,68
2024-07-21,乌审召特勤消防站,124.0,26.5,2.1,290.8,7,7,88,0.494,41
2024-07-21,中天合创宿舍楼站,112.0,26.9,2.4,193.0,18,8(H),124,0.463,40
2024-07-21,察汗淖,130.0,26.1,1.7,316.4,14,9,47,0.256,19
2024-07-21,纳林陶亥镇,111.0,29.0,1.6,246.2,12,41,110,0.478,47
2024-07-21,圣圆产业园,98.0,31.4,2.3,126.5,17,31,149,0.428,39
2024-07-21,乌兰木伦镇武家塔,109.0,29.5,2.5,235.9,16,20,151,1.701,86
2024-07-21,伊金霍洛旗新街镇,140.0,27.8,2.8,87.6,7,8,121,0.146,56
2024-07-21,空港物流园区,130.0,26.8,1.9,284.1,11,9,131,0.409,61
2024-07-21,乌兰木伦山顶公园站,81.0,29.5,0.6,343.6,1,12,16,10.271(H),36
2024-07-22,高新技术产业园,130.0,30.1,0.4,219.3,3,22,56,0.193,25
2024-07-22,装备制造产业园,150.0,29.8,1.8,256.0,9,12,31,0.688,31
2024-07-22,麻黄湾,151.0,28.8,2.2,279.4,32,20,70,0.538,17
2024-07-22,蒙古象棋广场超级站,142.0,30.2,0.8,213.9,12(B),17,79(H),33.713(Hsp),22(H)
2024-07-22,达拉特经济开发区管委会站,116.0,29.1,0.3,225.6,13,46,66,0.596,19
2024-07-22,敖包梁,178.0,28.7,2.7,333.7,30,26,65,1.707,26
2024-07-22,青达门,140.0,28.5,2.6,216.0,14,15,57,-4.279(Lsp),21
2024-07-22,树林召镇倍通二手车市场,116.0,30.1,0.6,277.7,6,12,46,3.222,14
2024-07-22,达拉特经济开发区庆源水务,112.0,30.6,0.9,1.2,11,10,18,1.177,11
2024-07-22,白泥井镇,110.0,30.4,0.9,297.4,—,18,26,1.633,10
2024-07-22,准格尔产业园,155.0,30.4,1.2,66.3,7,20,94,0.326,46
2024-07-22,大路产业园,143.0,31.7,3.2,53.8,8,7,44,0.7,6
2024-07-22,哈尔乌素矿区,109.0,29.1,2.3,140.3,12,56,129,0.765,51
2024-07-22,窑沟,122.0,29.6,1.4,223.0,11,45,169,0.684,36
2024-07-22,黑岱沟,146.0,29.0,1.8,192.4,33,51,161,0.941,43
2024-07-22,羊市塔,123.0,30.0,1.2,164.0,23,78,417,0.694,56
2024-07-22,黄天棉图,159.0,29.0,1.9,17.6,11,25,66,0.733,16
2024-07-22,纳日松,169.0,29.5,1.2,26.3,10,29,142,0.528,25
2024-07-22,十二连城,127.0,29.3,1.8,287.4,7,11,54,0.398,20
2024-07-22,羊四圪咀,140.0,30.2,1.0,353.4,7,23,79,0.821,18
2024-07-22,上海庙东,143.0,29.4,3.3,15.4,8,10,93,0.589,31
2024-07-22,零碳产业园,133.0,29.2,1.3,245.5,3,13,64,0.343,26
2024-07-22,独贵塔拉北项目区,107.0,30.0,1.3,3.1,6,15,40,0.34,20
2024-07-22,新能源示范区,129.0,27.3,0.8,203.7,8,19,54,0.442,13
2024-07-22,塔然高勒空气站,137.0,28.2,1.1,274.0,4,14,42,0.409,16
2024-07-22,乌审召特勤消防站,132.0,29.3,1.3,274.0,7,10,46,0.425,17
2024-07-22,纳林河项目区,134.0,30.7,1.4,208.9,12,15,102,0.846,57
2024-07-22,中天合创宿舍楼站,119.0,29.8,1.8,208.3,16,6(H),70,0.528,17
2024-07-22,察汗淖,143.0,28.6,1.2,330.1,14,8,47,0.085,19
2024-07-22,纳林陶亥镇,136.0,30.7,1.1,255.6,10,44,85,0.291,26
2024-07-22,圣圆产业园,116.0,32.3,2.0,170.6,19,40,153,0.531,30
2024-07-22,乌兰木伦镇武家塔,122.0,31.2,1.6,279.6,18,32,132,1.775,38
2024-07-22,伊金霍洛旗新街镇,152.0,30.3,2.6,61.0,10,9,59,0.148,17
2024-07-22,空港物流园区,141.0,29.0,1.2,304.7,11,12,66,0.363,25
2024-07-22,乌兰木伦山顶公园站,87.0,31.0,0.5,30.5,3,33,16,11.527(H),29
2024-07-23,高新技术产业园,157.0,28.3,0.5,27.1,4,34,52,0.284,20
2024-07-23,装备制造产业园,175.0,29.1,1.6,37.2,11,21,32,0.782,21
2024-07-23,麻黄湾,166.0,28.3,2.7,154.5,30,34,73,0.632,16
2024-07-23,蒙古象棋广场超级站,171.0,28.3,0.9,88.3,13(B),18,114(H),27.365(Hsp),32(H)
2024-07-23,达拉特经济开发区管委会站,148.0,29.1,0.5,334.6,14,46,76,0.427,18
2024-07-23,敖包梁,192.0,28.9,3.7,240.1,32,29,78,1.834,25
2024-07-23,青达门,167.0,29.7,3.2,106.9,15,11,35,-4.330(Lsp),11
2024-07-23,树林召镇倍通二手车市场,142.0,30.1,0.9,73.7,8,20,46,3.287,14
2024-07-23,达拉特经济开发区庆源水务,132.0,29.9,1.8,120.5,9,12,18,1.23,11
2024-07-23,白泥井镇,117.0,30.4,0.7,110.7,—,22,26,1.848,10
2024-07-23,准格尔产业园,169.0,29.4,1.6,232.2,10,18,62,0.373,26
2024-07-23,大路产业园,157.0,32.6,3.8,15.3,10,16,51,0.877,8
2024-07-23,哈尔乌素矿区,79.0,28.8,3.6,148.2,13,62,95,0.607,37
2024-07-23,窑沟,109.0,30.1,2.4,233.0,10,49,162,0.644,27
2024-07-23,黑岱沟,141.0,29.0,2.7,206.7,26,54,134,0.48,25
2024-07-23,羊市塔,150.0,28.2,1.4,47.3,12,51,254,0.981,45
2024-07-23,黄天棉图,177.0,28.5,2.0,249.5,13,34,77,1.104,14
2024-07-23,纳日松,176.0,28.1,1.7,259.3,15,36,157,0.749,19
2024-07-23,十二连城,139.0,29.8,1.5,155.7,7,15,50,0.495,21
2024-07-23,羊四圪咀,150.0,30.1,1.6,259.6,9,24,70,0.927,13
2024-07-23,上海庙东,145.0,28.2,3.5,137.9,6,11,81,0.608,23
2024-07-23,零碳产业园,157.0,29.1,1.2,149.4,5,15,51,0.383,15
2024-07-23,独贵塔拉北项目区,138.0,30.0,1.4,150.2,9,14,42,0.427,20
2024-07-23,新能源示范区,131.0,27.2,0.9,54.4,8,22,50,0.44,14
2024-07-23,塔然高勒空气站,147.0,29.6,1.6,164.4,8,14,29,0.426,9
2024-07-23,乌审召特勤消防站,151.0,28.4,2.2,136.0,9,13,34,0.405,9
2024-07-23,纳林河项目区,126.0,28.7,2.2,188.1,7,12,49,0.682,31
2024-07-23,中天合创宿舍楼站,139.0,28.0,1.9,39.9,10,6(H),63,0.568,23
2024-07-23,察汗淖,169.0,26.2,1.4,141.2,12,11,47,0.182,19
2024-07-23,纳林陶亥镇,178.0,29.2,0.9,149.7,10,48,117,0.197,30
2024-07-23,圣圆产业园,129.0,30.5,2.4,61.0,18,24,145,0.515,23
2024-07-23,乌兰木伦镇武家塔,151.0,28.8,2.1,145.4,20,37,218,1.959,47
2024-07-23,伊金霍洛旗新街镇,184.0,28.3,2.8,40.3,35,30,81,0.143,21
2024-07-23,空港物流园区,174.0,27.9,1.3,152.5,13,19,70,0.425,23
2024-07-23,乌兰木伦山顶公园站,117.0,28.6,0.6,270.7,5,41,16,12.269(H),31
2024-07-24,高新技术产业园,74.0,21.1,0.5,11.9,3,16,17,0.37,16
2024-07-24,装备制造产业园,92.0,21.5,1.4,78.2,23,14,20,0.762,25
2024-07-24,麻黄湾,97.0,21.9,2.2,170.2,18,20,32,0.66,12
2024-07-24,蒙古象棋广场超级站,89.0,21.8,0.7,50.9,13(B),17,51(H),35.882(B),17(B)
2024-07-24,达拉特经济开发区管委会站,85.0,24.3,0.0,340.0,5,31,53,0.488,17
2024-07-24,敖包梁,109.0,20.1,2.7,249.7,33,19,35,1.828,18
2024-07-24,青达门,98.0,22.4,2.7,131.9,15,24,56,-4.294(Lsp),22
2024-07-24,高头窑,138.0,23.8,3.2,73.4,18,10,66,2.653,25
2024-07-24,树林召镇倍通二手车市场,89.0,25.6,0.8,91.4,8,16,46,3.426,14
2024-07-24,达拉特经济开发区庆源水务,88.0,24.5,1.2,175.4,4,5,18,1.282,11
2024-07-24,白泥井镇,69.0,23.8,0.7,130.1,—,16,26,1.69,10
2024-07-24,准格尔产业园,71.0,22.1,1.0,303.7,5,12,33,0.438,18
2024-07-24,大路产业园,72.0,22.9,3.4,349.8,8,12,32,0.191,3
2024-07-24,哈尔乌素矿区,41.0,21.3,1.8,168.6,11,46,40,0.454,24
2024-07-24,窑沟,55.0,21.8,1.3,288.1,9,40,74,0.869,16
2024-07-24,黑岱沟,63.0,20.9,1.1,212.5,16,41,69,0.54,15
2024-07-24,羊市塔,63.0,21.7,0.5,44.6,11,30,45,1.591,17
2024-07-24,黄天棉图,85.0,20.1,1.5,283.6,14,32,74,1.147,10
2024-07-24,纳日松,69.0,21.0,0.9,359.1,12,22,39,0.788,8
2024-07-24,十二连城,54.0,22.1,1.4,194.7,7,15,22,0.61,11
2024-07-24,羊四圪咀,62.0,21.4,1.0,298.4,6,21,37,0.857,7
2024-07-24,上海庙东,129.0,22.9,2.9,331.1,5,12,345,0.551,74
2024-07-24,零碳产业园,96.0,22.3,1.0,145.7,3,11,36,0.405,17
2024-07-24,独贵塔拉北项目区,99.0,25.3,1.4,347.7,-1,10,56,0.426,21
2024-07-24,新能源示范区,101.0,23.5,1.8,262.8,7,16,90,0.439,18
2024-07-24,塔然高勒空气站,107.0,23.4,1.8,343.6,5,9,72,0.456,20
2024-07-24,乌审召特勤消防站,91.0,23.3,1.7,138.6,6,10,43,0.521,18
2024-07-24,纳林河项目区,91.0,22.0,1.4,264.8,5,14,110,0.733,64
2024-07-24,中天合创宿舍楼站,73.0,21.2,0.8,6.0,16,5(H),85,0.747,30
2024-07-24,察汗淖,92.0,20.2,1.5,218.5,12,9,47,0.236,19
2024-07-24,纳林陶亥镇,70.0,20.5,0.7,140.0,8,40,49,0.257,15
2024-07-24,圣圆产业园,48.0,23.3,1.7,70.1,14,24,40,0.449,10
2024-07-24,乌兰木伦镇武家塔,55.0,21.7,1.7,133.1,14,23,49,2.035,17
2024-07-24,伊金霍洛旗新街镇,87.0,20.9,1.5,120.6,64,18,25,0.135,11
2024-07-24,空港物流园区,77.0,19.7,1.2,123.3,11,12,27,0.415,14
2024-07-24,乌兰木伦山顶公园站,43.0,21.5,0.4,300.6,1,22,16,27968.760(Hsp),17
2024-07-25,高新技术产业园,113.0,24.5,0.4,292.0,3,23,22,0.314,13
2024-07-25,装备制造产业园,130.0,24.6,1.4,296.5,9,10,18,0.543,14
2024-07-25,麻黄湾,130.0,23.6,2.2,317.1,24,24,44,0.566,14
2024-07-25,蒙古象棋广场超级站,124.0,24.5,0.6,307.2,12(B),21,74(H),33.377(Hsp),8(H)
2024-07-25,达拉特经济开发区管委会站,114.0,25.1,0.4,229.8,5,30,45,0.456,14
2024-07-25,敖包梁,156.0,23.0,2.4,21.3,30,22,27,1.826,14
2024-07-25,青达门,123.0,23.7,3.4,273.3,15,20,37,-4.372(Lsp),13
2024-07-25,树林召镇倍通二手车市场,113.0,26.5,0.8,275.2,6,11,46,3.36,14
2024-07-25,达拉特经济开发区庆源水务,104.0,26.0,0.9,355.8,2,6,18,1.152,11
2024-07-25,白泥井镇,111.0,25.7,0.9,307.4,—,17,26,1.764,10
2024-07-25,准格尔产业园,122.0,24.1,1.1,343.3,6,13,33,0.425,20
2024-07-25,大路产业园,137.0,26.3,2.7,30.8,9,6,33,0.17,6
2024-07-25,哈尔乌素矿区,85.0,23.7,1.4,312.1,15,44,35,0.702,24
2024-07-25,窑沟,107.0,23.9,0.8,15.2,9,9,44,0.805,15
2024-07-25,黑岱沟,126.0,23.6,1.0,13.7,25,33,65,0.812,16
2024-07-25,羊市塔,106.0,23.9,1.2,208.3,9,42,126,1.961,27
2024-07-25,黄天棉图,130.0,23.4,1.3,38.6,14,30,41,1.157,11
2024-07-25,纳日松,141.0,23.0,0.7,68.8,10,22,61,0.526,11
2024-07-25,十二连城,121.0,24.1,1.2,287.9,8,10,22,0.587,11
2024-07-25,羊四圪咀,133.0,24.2,0.8,41.1,6,12,33,0.933,6
2024-07-25,上海庙东,145.0,25.4,2.6,284.9,7,15,70,0.549,24
2024-07-25,零碳产业园,118.0,24.3,0.9,302.1,3,15,26,0.408,11
2024-07-25,独贵塔拉北项目区,99.0,25.0,1.8,0.8,1,13,39,0.454,15
2024-07-25,新能源示范区,114.0,23.5,1.1,265.0,8,16,47,0.436,18
2024-07-25,塔然高勒空气站,123.0,24.8,1.2,318.9,4,10,35,0.413,12
2024-07-25,乌审召特勤消防站,127.0,25.0,1.3,334.2,8,16,35,0.476,15
